"color","image","lighting","model","year_3","year_s","year_x","year_y"
"White","IMG_3702.jpeg",11.421,"Medium","3","2024–nå","","",""
"White","IMG_3703.jpeg",302.146,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_3704.jpeg",20.254,"Medium","S","","2016–2020","",""
"Light gray/Silver","IMG_3705.jpeg",7.301,"Medium","S","","2016–2020","",""
"Light gray/Silver","IMG_3706.jpeg",9.103,"Medium","S","","2016–2020","",""
"Red","IMG_3707.jpeg",10.709,"Medium","Y","","","","2020–2024"
"Red","IMG_3708.jpeg",8.276,"Medium","Y","","","","2020–2024"
"Red","IMG_3709.jpeg",7.047,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3710.jpeg",17.498,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_3711.jpeg",7.79,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_3712.jpeg",27.225,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_3713.jpeg",12.127,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3714.jpeg",38.708,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3715.jpeg",7.221,"Medium","Y","","","","2020–2024"
"White","IMG_3716.jpeg",7.559,"Medium","Y","","","","2020–2024"
"White","IMG_3717.jpeg",6.225,"Medium","Y","","","","2020–2024"
"White","IMG_3718.jpeg",8.45,"Medium","Y","","","","2020–2024"
"White","IMG_3719.jpeg",5.293,"Medium","Y","","","","2020–2024"
"White","IMG_3720.jpeg",7.868,"Medium","Y","","","","2020–2024"
"White","IMG_3721.jpeg",6.312,"Medium","Y","","","","2020–2024"
"White","IMG_3722.jpeg",6.693,"Medium","Y","","","","2020–2024"
"White","IMG_3723.jpeg",6.74,"Medium","Y","","","","2020–2024"
"White","IMG_3724.jpeg",5.805,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3725.jpeg",13.367,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_3726.jpeg",5.557,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_3727.jpeg",41.033,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_3728.jpeg",9.77,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_3729.jpeg",6.645,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_3730.jpeg",8.253,"Medium","S","","2016–2020","",""
"White","IMG_3731.jpeg",6.394,"Medium","Y","","","","2020–2024"
"White","IMG_3732.jpeg",5.61,"Medium","Y","","","","2020–2024"
"White","IMG_3733.jpeg",5.618,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3734.jpeg",44.703,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3735.jpeg",10.744,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3736.jpeg",9.33,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3737.jpeg",19.194,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3738.jpeg",11.757,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_3739.jpeg",7.357,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_3740.jpeg",13.716,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3741.jpeg",12.01,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3742.jpeg",8.826,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3743.jpeg",8.867,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3744.jpeg",8.554,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3745.jpeg",7.804,"Medium","S","","2012–2015","",""
"Light gray/Silver","IMG_3746.jpeg",53.382,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_3747.jpeg",8.084,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_3748.jpeg",11.267,"Medium","Y","","","","2020–2024"
"Red","IMG_3749.jpeg",40.246,"Medium","3","2017–2023","","",""
"Red","IMG_3750.jpeg",6.774,"Medium","3","2017–2023","","",""
"Red","IMG_3751.jpeg",7.846,"Medium","3","2017–2023","","",""
"White","IMG_4042.jpeg",6.979,"Medium","Y","","","","2025-nå"
"White","IMG_4043.jpeg",5.746,"Medium","Y","","","","2025-nå"
"White","IMG_4044.jpeg",8.029,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4045.jpeg",6.533,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4046.jpeg",7.964,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4047.jpeg",8.37,"Medium","Y","","","","2025-nå"
"White","IMG_4048.jpeg",7.874,"Medium","3","2024–nå","","",""
"White","IMG_4049.jpeg",9.731,"Medium","3","2024–nå","","",""
"White","IMG_4050.jpeg",7.008,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4051.jpeg",11.219,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4052.jpeg",6.624,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4053.jpeg",8.048,"Medium","3","2017–2023","","",""
"White","IMG_4054.jpeg",12.35,"Medium","Y","","","","2020–2024"
"White","IMG_4055.jpeg",8.967,"Medium","Y","","","","2020–2024"
"White","IMG_4056.jpeg",12.771,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_4057.jpeg",11.412,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_4058.jpeg",23.007,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_4059.jpeg",8.335,"Medium","Y","","","","2020–2024"
"White","IMG_4060.jpeg",8.29,"Medium","Y","","","","2020–2024"
"White","IMG_4061.jpeg",11.036,"Medium","Y","","","","2020–2024"
"White","IMG_4062.jpeg",7.028,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4063.jpeg",8.892,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4064.jpeg",9.533,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4065.jpeg",6.364,"Medium","Y","","","","2020–2024"
"White","IMG_4066.jpeg",9.451,"Medium","3","2024–nå","","",""
"White","IMG_4067.jpeg",6.362,"Medium","3","2024–nå","","",""
"White","IMG_4068.jpeg",9.794,"Medium","3","2024–nå","","",""
"White","IMG_4069.jpeg",6.719,"Medium","Y","","","","2020–2024"
"White","IMG_4070.jpeg",8.91,"Medium","Y","","","","2020–2024"
"White","IMG_4071.jpeg",8.033,"Medium","Y","","","","2020–2024"
"White","IMG_4072.jpeg",9.343,"Medium","Y","","","","2020–2024"
"White","IMG_4073.jpeg",6.01,"Medium","Y","","","","2020–2024"
"White","IMG_4074.jpeg",7.862,"Medium","Y","","","","2020–2024"
"Blue","IMG_4075.jpeg",31.283,"Medium","3","2017–2023","","",""
"Blue","IMG_4076.jpeg",8.706,"Medium","3","2017–2023","","",""
"Blue","IMG_4077.jpeg",6.96,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4078.jpeg",54.198,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4079.jpeg",13.983,"Medium","3","2024–nå","","",""
"White","IMG_4080.jpeg",6.897,"Medium","3","2017–2023","","",""
"White","IMG_4081.jpeg",9.941,"Medium","3","2017–2023","","",""
"White","IMG_4082.jpeg",6.95,"Medium","3","2017–2023","","",""
"White","IMG_4083.jpeg",5.938,"Medium","Y","","","","2020–2024"
"White","IMG_4084.jpeg",7.302,"Medium","Y","","","","2020–2024"
"White","IMG_4085.jpeg",7.909,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4086.jpeg",11.793,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4087.jpeg",7.312,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4088.jpeg",10.343,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4089.jpeg",6.567,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4090.jpeg",6.338,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4091.jpeg",8.332,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4092.jpeg",8.95,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4093.jpeg",5.071,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4094.jpeg",5.724,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4095.jpeg",6.086,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4096.jpeg",6.332,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4097.jpeg",4.916,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4098.jpeg",8.735,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4099.jpeg",5.741,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4100.jpeg",8.949,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4101.jpeg",14.346,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_4102.jpeg",7.775,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_4103.jpeg",12.283,"Medium","S","","2016–2020","",""
"White","IMG_4104.jpeg",17.803,"Medium","Y","","","","2020–2024"
"White","IMG_4105 – Kopi.jpeg",7.11,"Medium","Y","","","","2020–2024"
"White","IMG_4105.jpeg",4.971,"Medium","Y","","","","2020–2024"
"White","IMG_4106.jpeg",5.717,"Medium","Y","","","","2020–2024"
"White","IMG_4107.jpeg",60.903,"Medium","3","2017–2023","","",""
"White","IMG_4108.jpeg",5.399,"Medium","3","2017–2023","","",""
"White","IMG_4109.jpeg",6.421,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4110.jpeg",6.625,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4112.jpeg",27.484,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4113.jpeg",5.824,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4114.jpeg",5.832,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4115.jpeg",10.009,"Medium","Y","","","","2025-nå"
"White","IMG_4116.jpeg",6.034,"Medium","3","2024–nå","","",""
"White","IMG_4117.jpeg",9.07,"Medium","3","2024–nå","","",""
"White","IMG_4118.jpeg",10.08,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_4119.jpeg",8.007,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4120.jpeg",10.22,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4121.jpeg",4.984,"Medium","Y","","","","2025-nå"
"White","IMG_4122.jpeg",5.941,"Medium","Y","","","","2025-nå"
"White","IMG_4123.jpeg",5.482,"Medium","Y","","","","2025-nå"
"White","IMG_4124.jpeg",4.092,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4125.jpeg",16.08,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_4126.jpeg",5.587,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_4127.jpeg",7.233,"Medium","X","","","2016–2020",""
"Black/Dark gray","IMG_4128.jpeg",13.748,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4129.jpeg",5.88,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_4130.jpeg",6.525,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4131.jpeg",14.956,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4132.jpeg",6.741,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4133.jpeg",5.043,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_4134.jpeg",5.7,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4135.jpeg",5.134,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_4136.jpeg",6.147,"Medium","Y","","","","2025-nå"
"White","IMG_4140.jpeg",4.734,"Medium","Y","","","","2025-nå"
"White","IMG_4141.jpeg",4.774,"Medium","Y","","","","2025-nå"
"White","IMG_4142.jpeg",10.662,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_4143.jpeg",17.011,"Medium","X","","","2016–2020",""
"Light gray/Silver","IMG_4144.jpeg",15.584,"Medium","X","","","2016–2020",""
"Light gray/Silver","IMG_4145.jpeg",22.748,"Dark","X","","","2016–2020",""
"White","IMG_4165.jpeg",17.467,"Dark","Y","","","","2020–2024"
"White","IMG_4166.jpeg",24.177,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4167.jpeg",29.59,"Dark","Y","","","","2020–2024"
"White","IMG_4170.jpeg",44.458,"Medium","Y","","","","2020–2024"
"White","IMG_4171.jpeg",8.471,"Medium","Y","","","","2020–2024"
"White","IMG_4172.jpeg",6.017,"Medium","Y","","","","2020–2024"
"White","IMG_4173.jpeg",7.498,"Medium","Y","","","","2020–2024"
"White","IMG_4174.jpeg",25.492,"Medium","Y","","","","2020–2024"
"White","IMG_4175.jpeg",8.61,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_4176.jpeg",10.368,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_4177.jpeg",6.075,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_4178.jpeg",6.273,"Dark","Y","","","","2025-nå"
"Blue","IMG_4179.jpeg",10.688,"Dark","Y","","","","2020–2024"
"Blue","IMG_4180.jpeg",6.018,"Dark","Y","","","","2020–2024"
"Blue","IMG_4181.jpeg",6.845,"Dark","Y","","","","2020–2024"
"White","IMG_4182.jpeg",6.668,"Dark","3","2024–nå","","",""
"White","IMG_4183.jpeg",7.079,"Medium","3","2024–nå","","",""
"White","IMG_4184.jpeg",7.817,"Dark","3","2024–nå","","",""
"Blue","IMG_4185.jpeg",25.125,"Dark","Y","","","","2020–2024"
"Blue","IMG_4186.jpeg",8.18,"Medium","Y","","","","2020–2024"
"Blue","IMG_4187.jpeg",18.866,"Dark","Y","","","","2020–2024"
"White","IMG_4188.jpeg",7.331,"Dark","3","2024–nå","","",""
"White","IMG_4189.jpeg",7.323,"Dark","3","2024–nå","","",""
"White","IMG_4190.jpeg",5.646,"Dark","3","2024–nå","","",""
"Red","IMG_4191.jpeg",8.385,"Dark","3","2017–2023","","",""
"Red","IMG_4192.jpeg",9.416,"Dark","3","2017–2023","","",""
"Red","IMG_4193.jpeg",9.609,"Dark","3","2017–2023","","",""
"White","IMG_4202.jpeg",7.998,"Dark","Y","","","","2025-nå"
"White","IMG_4203.jpeg",7.156,"Dark","Y","","","","2025-nå"
"White","IMG_4204.jpeg",5.059,"Dark","Y","","","","2025-nå"
"White","IMG_4205.jpeg",8.845,"Dark","3","2024–nå","","",""
"White","IMG_4206.jpeg",6.922,"Dark","3","2024–nå","","",""
"White","IMG_4207.jpeg",9.38,"Dark","3","2024–nå","","",""
"Blue","IMG_4208.jpeg",41.947,"Dark","3","2017–2023","","",""
"Blue","IMG_4209.jpeg",92.658,"Dark","3","2017–2023","","",""
"Blue","IMG_4210.jpeg",26.726,"Dark","3","2017–2023","","",""
"White","IMG_4211.jpeg",10.108,"Medium","Y","","","","2020–2024"
"White","IMG_4212.jpeg",15.23,"Medium","Y","","","","2020–2024"
"White","IMG_4213.jpeg",19.079,"Medium","Y","","","","2020–2024"
"White","IMG_4223.jpeg",8.844,"Dark","3","2017–2023","","",""
"White","IMG_4224.jpeg",5.206,"Dark","3","2017–2023","","",""
"White","IMG_4225.jpeg",4.893,"Dark","3","2017–2023","","",""
"White","IMG_4226.jpeg",6.636,"Dark","Y","","","","2020–2024"
"White","IMG_4227.jpeg",5.131,"Dark","Y","","","","2020–2024"
"White","IMG_4228.jpeg",5.566,"Dark","Y","","","","2020–2024"
"White","IMG_4289.jpeg",9.089,"Dark","Y","","","","2020–2024"
"White","IMG_4290.jpeg",7.518,"Dark","Y","","","","2020–2024"
"White","IMG_4291.jpeg",22.09,"Dark","Y","","","","2020–2024"
"White","IMG_3752.jpeg",6.984,"Dark","3","2024–nå","","",""
"White","IMG_3753.jpeg",5.243,"Dark","3","2024–nå","","",""
"White","IMG_3754.jpeg",6.688,"Dark","3","2024–nå","","",""
"White","IMG_3755.jpeg",13.03,"Dark","Y","","","","2020–2024"
"White","IMG_3756.jpeg",7.056,"Dark","Y","","","","2020–2024"
"White","IMG_3757.jpeg",5.904,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3760.jpeg",10.534,"Dark","Y","","","","2020–2024"
"Blue","IMG_3761.jpeg",8.916,"Dark","Y","","","","2020–2024"
"Blue","IMG_3762.jpeg",53.819,"Dark","Y","","","","2020–2024"
"Blue","IMG_3763.jpeg",38.072,"Dark","Y","","","","2020–2024"
"White","IMG_3764.jpeg",29.018,"Dark","Y","","","","2020–2024"
"White","IMG_3765.jpeg",5.73,"Dark","Y","","","","2020–2024"
"White","IMG_3766.jpeg",6.683,"Dark","Y","","","","2020–2024"
"White","IMG_3767.jpeg",6.907,"Dark","Y","","","","2020–2024"
"White","IMG_3768.jpeg",8.323,"Dark","Y","","","","2020–2024"
"White","IMG_3769.jpeg",6.863,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3770.jpeg",8.892,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3771.jpeg",82.219,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3772.jpeg",8.669,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3773.jpeg",11.9,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3774.jpeg",11.119,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3775.jpeg",6.173,"Dark","Y","","","","2020–2024"
"White","IMG_3776.jpeg",5.099,"Dark","Y","","","","2025-nå"
"White","IMG_3777.jpeg",5.768,"Dark","Y","","","","2025-nå"
"White","IMG_3778.jpeg",6.868,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_3779.jpeg",19.62,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3780.jpeg",6.06,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3781.jpeg",41.988,"Dark","Y","","","","2020–2024"
"White","IMG_3782.jpeg",6.809,"Dark","3","2024–nå","","",""
"White","IMG_3783.jpeg",6.861,"Dark","3","2024–nå","","",""
"White","IMG_3784.jpeg",5.688,"Dark","3","2024–nå","","",""
"Light gray/Silver","IMG_3785.jpeg",8.169,"Dark","Y","","","","2020–2024"
"Light gray/Silver","IMG_3786.jpeg",6.551,"Dark","Y","","","","2020–2024"
"Light gray/Silver","IMG_3787.jpeg",5.791,"Dark","Y","","","","2020–2024"
"Red","IMG_3788.jpeg",8.405,"Dark","S","","2012–2015","",""
"Red","IMG_3789.jpeg",7.002,"Dark","S","","2012–2015","",""
"Red","IMG_3790.jpeg",6.891,"Dark","S","","2012–2015","",""
"Red","IMG_3791.jpeg",5.92,"Dark","S","","2012–2015","",""
"Black/Dark gray","IMG_3792.jpeg",11.95,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3793.jpeg",5.9,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3794.jpeg",6.53,"Dark","Y","","","","2020–2024"
"White","IMG_3795.jpeg",8.449,"Dark","Y","","","","2020–2024"
"White","IMG_3796.jpeg",5.669,"Dark","Y","","","","2020–2024"
"White","IMG_3797.jpeg",5.584,"Dark","Y","","","","2020–2024"
"White","IMG_3798.jpeg",5.875,"Dark","3","2024–nå","","",""
"White","IMG_3799.jpeg",5.306,"Dark","3","2024–nå","","",""
"White","IMG_3800.jpeg",6.704,"Dark","3","2024–nå","","",""
"White","IMG_3801.jpeg",11.978,"Dark","Y","","","","2020–2024"
"White","IMG_3802.jpeg",24.941,"Dark","Y","","","","2020–2024"
"White","IMG_3803.jpeg",6.964,"Dark","Y","","","","2020–2024"
"Blue","IMG_3804.jpeg",7.722,"Dark","Y","","","","2020–2024"
"Blue","IMG_3805.jpeg",6.883,"Dark","Y","","","","2020–2024"
"Blue","IMG_3806.jpeg",7.726,"Dark","Y","","","","2020–2024"
"White","IMG_3807.jpeg",5.909,"Dark","Y","","","","2025-nå"
"White","IMG_3808.jpeg",5.644,"Dark","Y","","","","2025-nå"
"White","IMG_3809.jpeg",10.893,"Dark","Y","","","","2025-nå"
"White","IMG_3810.jpeg",8.024,"Dark","Y","","","","2020–2024"
"White","IMG_3811.jpeg",12.684,"Dark","Y","","","","2020–2024"
"White","IMG_3812.jpeg",7.831,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3813.jpeg",11.821,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3814.jpeg",8.13,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3815.jpeg",6.498,"Dark","Y","","","","2020–2024"
"White","IMG_3816.jpeg",5.439,"Dark","Y","","","","2025-nå"
"White","IMG_3817.jpeg",7.45,"Dark","Y","","","","2025-nå"
"White","IMG_3818.jpeg",5.25,"Dark","Y","","","","2025-nå"
"White","IMG_3819.jpeg",8.625,"Dark","3","2017–2023","","",""
"White","IMG_3820.jpeg",5.394,"Dark","3","2017–2023","","",""
"White","IMG_3821.jpeg",8.495,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3822.jpeg",22.925,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3823.jpeg",8.467,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3824.jpeg",8.14,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3825.jpeg",10.75,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_3826.jpeg",8.505,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_3827.jpeg",6.503,"Dark","X","","","2016–2020",""
"White","IMG_3828.jpeg",21.991,"Dark","3","2017–2023","","",""
"White","IMG_3829.jpeg",6.109,"Dark","3","2017–2023","","",""
"White","IMG_3830.jpeg",7.665,"Dark","3","2017–2023","","",""
"White","IMG_3831.jpeg",5.59,"Dark","3","2024–nå","","",""
"White","IMG_3832.jpeg",72.002,"Dark","3","2024–nå","","",""
"White","IMG_3833.jpeg",6.566,"Dark","3","2024–nå","","",""
"Light gray/Silver","IMG_3834.jpeg",34.466,"Dark","X","","","2016–2020",""
"Light gray/Silver","IMG_3835.jpeg",5.891,"Dark","X","","","2016–2020",""
"Light gray/Silver","IMG_3836.jpeg",6.727,"Dark","X","","","2016–2020",""
"Red","IMG_3837.jpeg",11.741,"Dark","3","2024–nå","","",""
"Red","IMG_3839.jpeg",8.331,"Dark","3","2024–nå","","",""
"Red","IMG_3840.jpeg",6.176,"Dark","3","2024–nå","","",""
"Red","IMG_3841.jpeg",6.744,"Dark","3","2024–nå","","",""
"Red","IMG_3842.jpeg",6.693,"Dark","3","2024–nå","","",""
"White","IMG_3843.jpeg",8.301,"Dark","Y","","","","2020–2024"
"White","IMG_3844.jpeg",14.291,"Dark","Y","","","","2020–2024"
"White","IMG_3846.jpeg",10.525,"Dark","Y","","","","2020–2024"
"White","IMG_3847.jpeg",5.922,"Dark","Y","","","","2020–2024"
"White","IMG_3848.jpeg",5.518,"Dark","Y","","","","2020–2024"
"White","IMG_3849.jpeg",10.55,"Dark","S","","2016–2020","",""
"White","IMG_3850.jpeg",6.108,"Dark","S","","2016–2020","",""
"White","IMG_3851.jpeg",6.215,"Dark","S","","2016–2020","",""
"Black/Dark gray","IMG_3852.jpeg",9.592,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3853.jpeg",6.708,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3854.jpeg",6.31,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3855.jpeg",8.735,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_3856.jpeg",5.825,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_3857.jpeg",5.724,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_3859.jpeg",8.952,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_3860.jpeg",5.904,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_3861.jpeg",7.541,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3862.jpeg",8.793,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3863.jpeg",6.156,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_3864.jpeg",8.313,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3865.jpeg",5.828,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3866.jpeg",5.522,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3867.jpeg",7.827,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3868.jpeg",5.889,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_3869.jpeg",6.017,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_4137.jpeg",22.26,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4138.jpeg",6.386,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4139.jpeg",6.92,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4146.jpeg",26.103,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_4147.jpeg",5.79,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_4148.jpeg",5.415,"Dark","X","","","2016–2020",""
"White","IMG_4149.jpeg",5.359,"Dark","Y","","","","2020–2024"
"White","IMG_4151.jpeg",5.202,"Dark","Y","","","","2020–2024"
"White","IMG_4153.jpeg",6.953,"Dark","3","2017–2023","","",""
"White","IMG_4154.jpeg",6.023,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_4155.jpeg",46.347,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4156.jpeg",7.274,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4157.jpeg",5.229,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4158.jpeg",6.726,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4159.jpeg",5.776,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4160.jpeg",8.246,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4162.jpeg",6.188,"Dark","Y","","","","2020–2024"
"White","IMG_4164.jpeg",11.49,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4168.jpeg",30.276,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4169.jpeg",5.865,"Dark","Y","","","","2020–2024"
"White","IMG_4196.jpeg",7.537,"Dark","3","2024–nå","","",""
"White","IMG_4197.jpeg",5.261,"Dark","3","2024–nå","","",""
"White","IMG_4198.jpeg",5.231,"Dark","3","2024–nå","","",""
"White","IMG_4199.jpeg",6.761,"Dark","Y","","","","2020–2024"
"White","IMG_4200.jpeg",6.55,"Dark","Y","","","","2020–2024"
"Blue","IMG_4214.jpeg",12.061,"Dark","3","2017–2023","","",""
"Blue","IMG_4215.jpeg",35.524,"Dark","3","2017–2023","","",""
"Blue","IMG_4216.jpeg",10.028,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_4217.jpeg",27.393,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4218.jpeg",8.563,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4219.jpeg",11.507,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_4220.jpeg",10.52,"Dark","S","","2016–2020","",""
"Black/Dark gray","IMG_4221.jpeg",8.21,"Dark","S","","2016–2020","",""
"Black/Dark gray","IMG_4222.jpeg",33.974,"Dark","S","","2016–2020","",""
"Black/Dark gray","IMG_4229.jpeg",8.913,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_4230.jpeg",6.787,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_4231.jpeg",5.232,"Dark","Y","","","","2025-nå"
