color,image,lighting,model,source,year
Red,Eksternt/non-tesla/daylight/1802_04446.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1804_00995.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1805_01760.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1806_03524.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1808_01262.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1809_07101.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1810_05837.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1811_06243.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1814_06579.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1815_02671.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1816_02244.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1817_03614.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1818_02172.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1819_06996.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1820_04722.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1821_01264.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1822_03577.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1823_04480.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1825_06940.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1827_02571.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1828_06638.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1829_05733.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1830_03525.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1831_04238.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/1832_04304.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1834_06695.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1835_02504.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1837_05588.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1838_02516.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1839_02013.jpg,Light,Other car,external,
Orange,Eksternt/non-tesla/daylight/1840_02657.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1841_01659.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1842_00039.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1843_02884.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1845_04027.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1847_01905.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1849_06116.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1850_05110.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1851_07121.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1852_03719.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1853_06588.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1854_04196.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1855_04912.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1856_00791.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1857_00509.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1861_07172.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1862_05927.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1863_04774.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1864_07622.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1865_02855.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1866_00420.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1867_03926.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1868_06102.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1869_06926.jpg,Dark,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1870_03090.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1872_05778.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1873_00840.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1874_07682.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1875_06152.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1876_05805.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1878_06811.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1879_00055.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1880_07195.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1881_01933.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1882_04863.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1883_06347.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/1884_07602.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1885_04827.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/1886_04105.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1887_01505.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1888_05893.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1889_00978.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1890_04571.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1892_01829.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1894_01788.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1896_07877.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1898_01558.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1899_02593.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1900_01878.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1901_00633.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1902_04950.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1903_04320.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1904_03040.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1907_02298.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1908_01954.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1909_04122.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1910_03508.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1911_07495.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1912_06855.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1913_03455.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1914_07897.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/1915_05629.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1916_04992.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1918_06646.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1919_04518.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1920_03148.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1921_02114.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1923_01809.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1924_03495.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1927_02309.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/1929_03626.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1930_00213.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1931_04453.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1932_03909.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1935_00398.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1937_03579.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1941_02618.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1942_08016.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1944_00661.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1945_03852.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1946_04215.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1947_04121.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1948_02926.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1949_02886.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1950_01387.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1953_01394.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1954_04457.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/1956_00054.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/1957_01266.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1958_05473.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/1959_01255.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1960_06443.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1961_02629.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1962_04687.jpg,Light,Other car,external,
Orange,Eksternt/non-tesla/daylight/1963_03208.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1964_03272.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1965_03080.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1967_06352.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1968_06190.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1969_07513.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1970_01604.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1971_04127.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1972_01689.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1975_07332.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1976_05578.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1977_04637.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1978_03456.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1979_04187.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1980_05452.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1981_06308.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1982_00172.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1983_04552.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1984_03937.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1986_07883.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/1987_03763.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1988_04083.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1989_03355.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1990_08135.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1992_07356.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1994_03023.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/1995_07972.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/1996_07149.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1997_00860.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/1998_03583.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2000_01787.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2001_02704.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2003_02668.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2004_00693.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2005_00607.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2006_05639.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2007_06597.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/2008_04093.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2009_02242.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2010_06480.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2011_06581.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2012_02808.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2013_03294.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2014_02339.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2015_00441.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2017_06711.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2018_07938.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2019_02564.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2021_02999.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/2022_07294.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2024_04633.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2026_04167.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/2027_07438.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2029_05489.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2030_05541.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2033_03091.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2034_04382.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2035_07560.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2036_04131.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2037_04994.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2038_03904.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2039_05959.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2041_05848.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2042_02230.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2043_02753.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2044_01432.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2045_02161.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2046_05967.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2048_05944.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2049_02653.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2051_07188.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2052_02791.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2054_00295.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2057_06062.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2058_06396.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2059_03652.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2060_05488.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2062_08057.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2064_08012.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2065_03916.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2066_06540.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2067_07255.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2068_06120.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2069_07950.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2070_06385.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2071_04232.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2072_01386.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2073_07775.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2076_06719.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2077_04648.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2079_04042.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2080_06262.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2083_05670.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2084_01199.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/2085_03225.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2086_07439.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2087_06773.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2088_04169.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2089_06271.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2090_06696.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2092_03354.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2093_00679.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2094_01772.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2095_07299.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2096_05230.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2098_02425.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2099_04037.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2100_07842.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2101_05741.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2102_05196.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2103_03698.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2104_05933.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2105_00904.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2106_02175.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2107_00621.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2108_02386.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2109_03767.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2110_06240.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2111_04142.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2112_03535.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2113_00261.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2114_04222.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2117_02276.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2118_04958.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2119_02666.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2120_07874.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2122_03751.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2124_00853.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2125_06013.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2126_03408.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2127_02632.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2128_04802.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2130_06860.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2131_04428.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2132_04526.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2133_06265.jpg,Light,Other car,external,
Orange,Eksternt/non-tesla/daylight/2134_06858.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2135_03985.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2137_03417.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2141_07702.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2143_03319.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2144_00052.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2145_01528.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2146_00922.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2149_03137.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2150_00041.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2151_05879.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2152_03789.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2154_07860.jpg,Light,Other car,external,
Orange,Eksternt/non-tesla/daylight/2158_00660.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2160_02406.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2161_00340.jpg,Dark,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2162_00530.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2163_04541.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2164_01763.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2166_03012.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2168_00901.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2169_07296.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2170_03036.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2171_04452.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2172_02602.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2173_00554.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2175_01463.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2176_00164.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2177_03213.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2178_05023.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2179_01699.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2182_00812.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2185_01958.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2187_02711.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2188_02209.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2191_03004.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2192_04708.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2193_04807.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2194_05141.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2195_01698.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2196_07820.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2197_04719.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2198_00232.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2199_01683.jpg,Light,Other car,external,
Yellow,Eksternt/non-tesla/daylight/2200_02113.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2201_02515.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2202_02506.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2203_04654.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2204_02592.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2205_06603.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2207_00876.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2208_05584.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2210_06893.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2212_07260.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2213_03842.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2214_01256.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2216_07407.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2217_06908.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2220_01036.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2221_07429.jpg,Light,Other car,external,
Green,Eksternt/non-tesla/daylight/2222_07859.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2225_01206.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2226_02413.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2227_00506.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2228_02681.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2230_06449.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2232_04262.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2233_05949.jpg,Light,Other car,external,
Light gray/Silver,Eksternt/non-tesla/daylight/2234_06497.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2235_04346.jpg,Light,Other car,external,
Red,Eksternt/non-tesla/daylight/2236_01144.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2237_07256.jpg,Light,Other car,external,
Black/Dark gray,Eksternt/non-tesla/daylight/2239_01938.jpg,Light,Other car,external,
White,Eksternt/non-tesla/daylight/2240_06161.jpg,Light,Other car,external,
Blue,Eksternt/non-tesla/daylight/2241_05052.jpg,Light,Other car,external,
